taxon_name,taxon_name_original,taxname_source,entity_type_tax,taxon_family,life_stage_generic,life_stage_taxon_specific,caste,sex,trait_name,entity_type,value_type,unit_numeric,value,replicates,measurement_remarks,method_number,observation_number,methods,site_name,site_latitude,site_longitude,site_date_of_visit,site_description,site_fire_impact,collection_date,associated_plant_taxa,plant_relation_description,associated_fauna_taxa,associated_fauna_taxa_synonyms,fauna_relation_description,taxname_issues_description,context,source_key,source_doi,source_citation,source_type,secondary_citation
Adelium punctatissimum,NA,AFD,species,Tenebrionidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,wingless,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Adelium punctatissimum,NA,AFD,species,Tenebrionidae,adult,NA,NA,NA,functional_role,metapopulation,NA,NA,detritivore,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Adelium punctatissimum,NA,AFD,species,Tenebrionidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Adrium artifex,Adrium artifax,AFD,species,Cerambycidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,11,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Adrium artifex,Adrium artifax,AFD,species,Cerambycidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Adrium artifex,Adrium artifax,AFD,species,Cerambycidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,vegetation,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agrypnus caliginosus,NA,AFD,species,Elateridae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,13,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agrypnus caliginosus,NA,AFD,species,Elateridae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agrypnus caliginosus,NA,AFD,species,Elateridae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,ground_open vegetation,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes eucalypti,Agyrtodes eucalypti?,AFD,species,Leiodidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,3,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes eucalypti,Agyrtodes eucalypti?,AFD,species,Leiodidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes eucalypti,Agyrtodes eucalypti?,AFD,species,Leiodidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes variegatus,NA,AFD,species,Leiodidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,2,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes variegatus,NA,AFD,species,Leiodidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Agyrtodes variegatus,NA,AFD,species,Leiodidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus polychromus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,3,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus polychromus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus polychromus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus raucus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,3,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus raucus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Akidomorychus raucus,NA,AFD,species,Byrrhidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Allodessus bistrigatus,Allodessus bistrigiatus,AFD,species,Dytiscidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,3,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Allodessus bistrigatus,Allodessus bistrigiatus,AFD,species,Dytiscidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Allodessus bistrigatus,Allodessus bistrigiatus,AFD,species,Dytiscidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,water,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amblytelus curtus continentalis,Amblytelus curtus continetalis,AFD,species,Carabidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,11.5,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amblytelus curtus continentalis,Amblytelus curtus continetalis,AFD,species,Carabidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amblytelus curtus continentalis,Amblytelus curtus continetalis,AFD,species,Carabidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amphistomus speculifer,NA,AFD,species,Scarabaeidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,9,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amphistomus speculifer,NA,AFD,species,Scarabaeidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Amphistomus speculifer,NA,AFD,species,Scarabaeidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,dung,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anepius koebelei,NA,AFD,species,Staphylinidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,2.5,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anepius koebelei,NA,AFD,species,Staphylinidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,wingless,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anepius koebelei,NA,AFD,species,Staphylinidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) alpinus,Anomotarus alpinus,AFD,species,Carabidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,6,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) alpinus,Anomotarus alpinus,AFD,species,Carabidae,all,NA,NA,NA,species_range_categories,metapopulation,NA,NA,likely_sre,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) alpinus,Anomotarus alpinus,AFD,species,Carabidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) alpinus,Anomotarus alpinus,AFD,species,Carabidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) illawarrae,Anomotarus illawarrae,AFD,species,Carabidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,6.5,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) illawarrae,Anomotarus illawarrae,AFD,species,Carabidae,adult,NA,NA,NA,wing_development,metapopulation,NA,NA,winged,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) illawarrae,Anomotarus illawarrae,AFD,species,Carabidae,adult,NA,NA,NA,microhabitat_activity,metapopulation,NA,NA,soil,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) laticollis,Anomotarus laticollis,AFD,species,Carabidae,adult,NA,NA,NA,body_length,metapopulation,mean,mm,6,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
Anomotarus (Anomotarus) laticollis,Anomotarus laticollis,AFD,species,Carabidae,all,NA,NA,NA,species_range_categories,metapopulation,NA,NA,likely_sre,NA,NA,NA,NA,NA,southeast Australian forests,NA,NA,2020/2021,"Southeast forests, and mountain tops in  montane and alpine areas",Sites were burned in 2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,Porch_2021,NA,"Porch, N. & Driscoll, D. A. (2021). Post 2019-2020 bushfire beetle surveys in southeast Australian forests. Unpublished dataset.",unpublished_data,NA
