id,Full_Name,taxon_name,taxon_name_original,taxname_source,Old_Name,Family,Subfamily_Tribe,Composite_Taxon,Size_mm,NRE,Winged,Aquatic,Feeding_Guild,Microhabitat,Introduced_Native
228,STAPH: PSEL: Brachyglutini: Eupines-type BF13,,Eupines-type BF13,,Eupines.type.BF13,Staphylinidae,Brachyglutini,No,1.5,Possible,Yes,No,Predator,Geophilous,Native
229,STAPH: PSEL: Brachyglutini: Eupines-type BF14,,Eupines-type BF14,,Eupines.type.BF14,Staphylinidae,Brachyglutini,No,1.5,Possible,Yes,No,Predator,Geophilous,Native
230,STAPH: PSEL: Brachyglutini: Eupines-type BF15,,Eupines-type BF15,,Eupines.type.BF15,Staphylinidae,Brachyglutini,No,1.5,Possible,Yes,No,Predator,Geophilous,Native
231,STAPH: PSEL: Brachyglutini: Eupines-type BF16,,Eupines-type BF16,,Eupines.type.BF16,Staphylinidae,Brachyglutini,No,1.5,Possible,Yes,No,Predator,Geophilous,Native
200,STAPH: PSEL: Euplectitae spp.,,Euplectitae spp.,,EUPLECTINAE,Staphylinidae,Euplectitae,Yes,,No,Various,No,Predator,Geophilous,Native
994,CHRYSO: Hispinae: Eurispa BF01,,Eurispa BF01,,Eurispa.BF01,Chyrsomelidae,Hispinae,No,7,No,Yes,No,Herbivore,Vegetation,Native
709,Family? Monga Beast,,Family? Monga Beast,,Laemophloeid.BF1,Laemophloeidae,,No,4,No,Yes,No,Fungivore,Geophilous,Native
209,STAPH: PSEL: Batrisini: Gadgarra BF01,,Gadgarra BF01,,Gadgarra.BF1,Staphylinidae,Batrisini,No,2.5,No,No,No,Predator,Geophilous,Native
987b,CHRYSO: Galerucinae: Galerucinae NewGenus nr. Hoplostines ,,Galerucinae NewGenus nr. Hoplostines ,,New,Chyrsomelidae,Galerucinae,No,8,Possible,No,No,Herbivore,Vegetation,Native
959,CHRYSO: Eumolpinae: Geloptera BF01 (was Eumo BF2),,Geloptera BF01,,Eumolpinae.BF2,Chyrsomelidae,Eumolpinae,No,5,No,Yes,No,Herbivore,Vegetation,Native
931,CHRYSO: Chrysomelinae: Geomela BF01,,Geomela BF01,,Geomela.BF01,Chyrsomelidae,Chrysomelinae,No,3,Possible,No,No,Herbivore,Geophilous,Native
932,CHRYSO: Chrysomelinae: Geomela BF04,,Geomela BF04,,Geomela.BF04,Chyrsomelidae,Chrysomelinae,No,3,Possible,No,No,Herbivore,Geophilous,Native
933,CHRYSO: Chrysomelinae: Geomela BF05,,Geomela BF05,,Geomela.BF05,Chyrsomelidae,Chrysomelinae,No,3,Possible,No,No,Herbivore,Geophilous,Native
934,CHRYSO: Chrysomelinae: Geomela BF06,,Geomela BF06,,Geomela.BF06,Chyrsomelidae,Chrysomelinae,No,3,Possible,No,No,Herbivore,Geophilous,Native
935,CHRYSO: Chrysomelinae: Geomela BF07,,Geomela BF07,,Geomela.BF07,Chyrsomelidae,Chrysomelinae,No,3,Possible,No,No,Herbivore,Geophilous,Native
428,GEO: Geotrupid BF01,,Geotrupid BF01,,Geotrupid.BF1,Geotrupidae,,No,14,No,Yes,No,Detritivore,Geophilous,Native
295,STAPH: PSEL: Tyrini: Gerallus BF01,,Gerallus BF01,,PSEL.Unknown.BF06,Staphylinidae,Tyrini,No,2,No,Yes,No,Predator,Geophilous,Native
1262,CURC: Hyperini: Gerynassa BF01 (Unknown BF03),,Gerynassa BF01,,Gerynassa.BF1,Curculionidae,Hyperini,No,3,No,Yes,No,Herbivore,Vegetation,Native
1263,CURC: Hyperini: Gerynassa BF02,,Gerynassa BF02,,Gerynassa.BF2,Curculionidae,Hyperini,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
600,PTIN: Anobiinae: Hadrobregmus sp. (Ptinid BF09),,Hadrobregmus sp.,,Ptinid.BF09,Ptinidae,Anobiinae,No,5,No,Yes,No,Xylophage,Vegetation,Native
677,COCC: Halmus BF01 (Coccinellid BF20),,Halmus BF01,,Coccinellid.BF20,Coccinellidae,,No,4,No,Yes,No,Predator,Various,Native
636,MELY: Helcogaster BF01 (Melyrid BF05) ,,Helcogaster BF01,,Melyrid.BF05,Melyridae,Caphurini,No,7,No,Yes,No,Predator,Vegetation,Native
637,MELY: Helcogaster BF02 (Melyrid BF06),,Helcogaster BF02,,Melyrid.BF06,Melyridae,Caphurini,No,3,No,Yes,No,Predator,Vegetation,Native
638,MELY: Helcogaster BF03 (Melyrid BF09),,Helcogaster BF03,,Melyrid.BF09,Melyridae,Caphurini,No,3,No,Yes,No,Predator,Vegetation,Native
639,MELY: Helcogaster BF04 (Melyrid BF15),,Helcogaster BF04,,Melyrid.BF09,Melyridae,Caphurini,No,4,No,Yes,No,Predator,Vegetation,Native
539,BUPR: Helferella sp. (Buprestrid BF03),,Helferella BF01,,Buprestrid.BF04,Buprestidae,,No,5,No,Yes,No,Phytophage,Vegetation,Native
328,STAPH: STAPH: Hesperus BF01,,Hesperus BF01,,Hesperus.BF01,Staphylinidae,Staphylininae,No,10,No,Yes,No,Predator,Geophilous,Native
623,CANTH: Heteromastix sp.1 (was MELY BF01),,Heteromastix sp.1,,Melyrid.BF01,Cantharidae,Dysmorphocerinae,No,4.5,No,Yes,No,Predator,Vegetation,Native
624,CANTH: Heteromastix sp.2 (was MELY BF02),,Heteromastix sp.2,,Melyrid.BF02,Cantharidae,Dysmorphocerinae,No,4,No,Yes,No,Predator,Vegetation,Native
625,CANTH: Heteromastix sp.3 (was MELY BF03),,Heteromastix sp.3,,Melyrid.BF03,Cantharidae,Dysmorphocerinae,No,3.5,No,Yes,No,Predator,Vegetation,Native
626,CANTH: Heteromastix sp.4 (was MELY BF07),,Heteromastix sp.4,,Melyrid.BF07,Cantharidae,Dysmorphocerinae,No,4,No,Yes,No,Predator,Vegetation,Native
627,CANTH: Heteromastix sp.5 (was MELY BF16),,Heteromastix sp.5,,Melyrid.BF,Cantharidae,Dysmorphocerinae,No,4,No,Yes,No,Predator,Vegetation,Native
628,CANTH: Heteromastix sp.6 (was MELY BF13),,Heteromastix sp.6,,Melyrid.BF13,Cantharidae,Dysmorphocerinae,No,3.5,No,Yes,No,Predator,Vegetation,Native
629,CANTH: Heteromastix sp.7 (was MELY BF14),,Heteromastix sp.7,,Melyrid.BF14,Cantharidae,Dysmorphocerinae,No,5,No,Yes,No,Predator,Vegetation,Native
630,CANTH: Heteromastix sp.8 (was Melyrid BF11),,Heteromastix sp.8,,Melyrid.BF11,Cantharidae,Dysmorphocerinae,No,3.5,No,Yes,No,Predator,Vegetation,Native
666,CORY: Holopsis spp.,,Holopsis spp.,,HOLOPSIS,Corylophidae,Peltinodinae,Yes,2,No,Yes,No,Fungivore,Various,Native
67,CAR: PENT: Homethes BF01,,Homethes BF01,,Homethes.BF01,Carabidae,Pentagoncini,No,7.5,No,Yes,No,Predator,Geophilous,Native
68,CAR: PENT: Homethes BF02,,Homethes BF02,,Homethes.BF02,Carabidae,Pentagoncini,No,9,No,Yes,No,Predator,Geophilous,Native
858,TEN: ALLEC: Homotrysis BF01 (Alleculine BF01),,Homotrysis BF01,,Alleculine.BF1,Tenebrionidae,Alleculinae,No,9,No,Yes,No,Detrivore,Vegetation,Native
427,HYBO: Hybosorid BF01,,Hybosorid BF01,,Hybosorid.BF1,Hybosoridae,,No,9,No,Yes,No,Detritivore,Geophilous,Native
153,HYDRA: Hydraena BF01,,Hydraena BF01,,Hydraena.BF01,Hydraenidae,Hydraeninae,No,1.5,No,Yes,No,Detritivore,Aquatic,Native
181,STAPH: PAED: Hyperomma BF01,,Hyperomma BF01,,Hyperomma.BF01,Staphylinidae,Paederinae,No,12.5,Yes,No,No,Predator,Geophilous,Native
182,STAPH: PAED: Hyperomma BF02,,Hyperomma BF02,,Hyperomma.BF02,Staphylinidae,Paederinae,No,7,Yes,No,No,Predator,Geophilous,Native
183,STAPH: PAED: Hyperomma BF03,,Hyperomma BF03,,Hyperomma.BF03,Staphylinidae,Paederinae,No,6,Yes,No,No,Predator,Geophilous,Native
184,STAPH: PAED: Hyperomma BF04,,Hyperomma BF04,,Hyperomma.BF04,Staphylinidae,Paederinae,No,13,Yes,No,No,Predator,Geophilous,Native
185,STAPH: PAED: Hyperomma BF05,,Hyperomma BF05,,Hyperomma.BF05,Staphylinidae,Paederinae,No,23,Yes,No,No,Predator,Geophilous,Native
186,STAPH: PAED: Hyperomma BF06,,Hyperomma BF06,,Hyperomma.BF06,Staphylinidae,Paederinae,No,6,Yes,No,No,Predator,Geophilous,Native
187,STAPH: PAED: Hyperomma BF07,,Hyperomma BF07,,Hyperomma.BF07,Staphylinidae,Paederinae,No,6,Yes,No,No,Predator,Geophilous,Native
188,STAPH: PAED: Hyperomma BF08,,Hyperomma BF08,,Hyperomma.BF08,Staphylinidae,Paederinae,No,13.5,Yes,No,No,Predator,Geophilous,Native
189,STAPH: PAED: Hyperomma BF10,,Hyperomma BF10,,Hyperomma.BF10,Staphylinidae,Paederinae,No,9.5,Yes,No,No,Predator,Geophilous,Native
190,STAPH: PAED: Hyperomma BF11,,Hyperomma BF11,,Hyperomma.BF11,Staphylinidae,Paederinae,No,14,Yes,No,No,Predator,Geophilous,Native
24,CAR: HARP: Hypharpax BF01 (Harpaline BF15),,Hypharpax BF01,,Harpaline.BF15,Carabidae,Harpalini,No,7,No,Yes,No,Predator,Geophilous,Native
1030,CURC: Scolytinae: Hypothenemus sp. (Scolytinae BF01),,Hypothenemus sp.,,Scolytinae.BF01,Curculionidae,Scolytinae,No,1.5,No,Yes,No,Xylophage,Dead Wood,Native
829,TEN: ADEL: Isopteron BF01,,Isopteron BF01,,Isopteron.BF1,Tenebrionidae,Adeliini,No,7.5,No,No,No,Detrivore,Geophilous,Native
830,TEN: ADEL: Isopteron BF02,,Isopteron BF02,,Isopteron.BF2,Tenebrionidae,Adeliini,No,7,No,No,No,Detrivore,Geophilous,Native
831,TEN: ADEL: Isopteron BF03,,Isopteron BF03,,Isopteron.BF3,Tenebrionidae,Adeliini,No,9,No,No,No,Detrivore,Geophilous,Native
50,CAR: LICIN: Lacordairia BF01,,Lacordairia BF01,,Lacordairia.BF1,Carabidae,Licinini,No,8,Possible,No,No,Predator,Geophilous,Native
51,CAR: LICIN: Lacordairia BF02 (Licinini BF06) ,,Lacordairia BF02,,Licinini.BF6,Carabidae,Licinini,No,8.5,Possible,No,No,Predator,Geophilous,Native
52,CAR: LICIN: Lacordairia BF03 (Licinini BF02),,Lacordairia BF03,,Licinini.BF2,Carabidae,Licinini,No,7,Yes,No,No,Predator,Geophilous,Native
54,CAR: LICIN: Lacordairia BF04 (Licinini BF01) ,,Lacordairia BF04 ,,Licinini.BF1,Carabidae,Licinini,No,5,Possible,No,No,Predator,Geophilous,Native
53,CAR: LICIN: Lacordairia BF05 (Licinini BF03) ,,Lacordairia BF05,,Licinini.BF3,Carabidae,Licinini,No,5,Possible,No,No,Predator,Geophilous,Native
55,CAR: LICIN: Lacordairia BF06 (Licinini BF04) ,,Lacordairia BF06,,Licinini.BF4,Carabidae,Licinini,No,6,Possible,No,No,Predator,Geophilous,Native
56,CAR: LICIN: Lacordairia BF07 (Licinini BF05) ,,Lacordairia BF07,,Licinini.BF5,Carabidae,Licinini,No,6,Possible,No,No,Predator,Geophilous,Native
713,LAEM: Laemophloeid BF03,,Laemophloeid BF03,,Laemophloeid.BF3,Laemophloeidae,,No,1.5,No,Yes,No,Fungivore,Geophilous,Native
714,LAEM: Laemophloeid BF05,,Laemophloeid BF05,,Laemophloeid.BF5,Laemophloeidae,,No,1.5,No,Yes,No,Fungivore,Geophilous,Native
715,LAEM: Laemophloeid BF07,,Laemophloeid BF07,,Laemophloeid.BF7,Laemophloeidae,,No,2,No,Yes,No,Fungivore,Geophilous,Native
866,TEN: LAG: Lagriine Ecnolagria spp.,,Lagriine Ecnolagria spp.,,Lagriine.Ecnolagria.spp,Tenebrionidae,Lagriini,No,14,No,Yes,No,Detrivore,Geophilous,Native
652,LATR: Lathridius BF01,,Lathridius BF01,,Lathridius.BF1,Latridiidae,Latridiinae,No,1.5,No,Yes,No,Fungivore,Geophilous,Native
613,PTIN: Xyletininae: Leanobium BF01 (Ptinid BF04),,Leanobium BF01,,Ptinid.BF04,Ptinidae,Xyletinae,No,2.5,No,Yes,No,Xylophage,Vegetation,Native
28,CAR: HARP: Lecanomerus BF01 (Harpaline BF03),,Lecanomerus BF01,,Harpaline.BF3,Carabidae,Harpalini,No,5.5,No,Yes,No,Predator,Geophilous,Native
29,CAR: HARP: Lecanomerus BF02 (Harpaline BF5),,Lecanomerus BF02,,Harpaline.BF5,Carabidae,Harpalini,No,8,No,Yes,No,Predator,Geophilous,Native
30,CAR: HARP: Lecanomerus BF03 (Harpaline BF06),,Lecanomerus BF03,,Harpaline.BF6,Carabidae,Harpalini,No,6.5,No,Yes,No,Predator,Geophilous,Native
31,CAR: HARP: Lecanomerus BF04 (Harpaline BF13),,Lecanomerus BF04,,Harpaline.BF13,Carabidae,Harpalini,No,8.5,No,Yes,No,Predator,Geophilous,Native
32,CAR: HARP: Lecanomerus BF05 (Harpaline BF1/BF02),,Lecanomerus BF05,,Harpaline.BF1,Carabidae,Harpalini,No,8.5,No,Yes,No,Predator,Geophilous,Native
26,CAR: HARP: Lecanomerus nr. major 1 (Harpaline BF07) ,,Lecanomerus nr. major 1,,Harpaline.BF07,Carabidae,Harpalini,No,7.5,No,Yes,No,Predator,Geophilous,Native
27,CAR: HARP: Lecanomerus nr. major 2 (Harpaline BF18) ,,Lecanomerus nr. major 2,,Harpaline.BF18,Carabidae,Harpalini,No,7.5,No,Yes,No,Predator,Geophilous,Native
761,ANTH: Lemodinae/Tomoderinae BF01/BF06,,Lemodinae/Tomoderinae BF01,,Tomoderine.BF01,Anthicidae,Lemodinae/Tomoderinae,No,5,Possible,Yes,No,Detrivore,Geophilous,Native
762,ANTH: Lemodinae/Tomoderinae BF02,,Lemodinae/Tomoderinae BF02,,Tomoderine.BF02,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,Yes,No,Detrivore,Geophilous,Native
763,ANTH: Lemodinae/Tomoderinae BF03,,Lemodinae/Tomoderinae BF03,,Tomoderine.BF03,Anthicidae,Lemodinae/Tomoderinae,No,4.5,Possible,No,No,Detrivore,Geophilous,Native
764,ANTH: Lemodinae/Tomoderinae BF04,,Lemodinae/Tomoderinae BF04,,Tomoderine.BF04,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,Yes,No,Detrivore,Geophilous,Native
764b,ANTH: Lemodinae/Tomoderinae BF04b,,Lemodinae/Tomoderinae BF04b,,,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,Yes,No,Detrivore,Geophilous,Native
765,ANTH: Lemodinae/Tomoderinae BF05,,Lemodinae/Tomoderinae BF05,,Tomoderine.BF05,Anthicidae,Lemodinae/Tomoderinae,No,5,Possible,No,No,Detrivore,Geophilous,Native
766,ANTH: Lemodinae/Tomoderinae BF06,,Lemodinae/Tomoderinae BF06,,Tomoderine.BF06,Anthicidae,Lemodinae/Tomoderinae,No,2.5,Possible,No,No,Detrivore,Geophilous,Native
767,ANTH: Lemodinae/Tomoderinae BF07,,Lemodinae/Tomoderinae BF07,,Tomoderine.BF07,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,No,No,Detrivore,Geophilous,Native
768,ANTH: Lemodinae/Tomoderinae BF08,,Lemodinae/Tomoderinae BF08,,Tomoderine.BF08,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,No,No,Detrivore,Geophilous,Native
769,ANTH: Lemodinae/Tomoderinae BF09,,Lemodinae/Tomoderinae BF09,,Tomoderine.BF09,Anthicidae,Lemodinae/Tomoderinae,No,2.5,Possible,No,No,Detrivore,Geophilous,Native
770,ANTH: Lemodinae/Tomoderinae BF10,,Lemodinae/Tomoderinae BF10,,Tomoderine.BF10,Anthicidae,Lemodinae/Tomoderinae,No,6,Possible,Yes,No,Detrivore,Geophilous,Native
771,ANTH: Lemodinae/Tomoderinae BF11 (Anthicine BF01),,Lemodinae/Tomoderinae BF11,,Anthicine.BF01,Anthicidae,Lemodinae/Tomoderinae,No,3,Possible,Yes,No,Detrivore,Geophilous,Native
458,SCARAB: SCARAB: Lepanus BF01 (BF02/BF04),,Lepanus BF01,,Lepanus.BF01,Scarabaeidae,Scarabaeinae,No,3,No,Yes,No,Detritivore,Dung,Native
459,SCARAB: SCARAB: Lepanus BF03,,Lepanus BF03,,Lepanus.BF03,Scarabaeidae,Scarabaeinae,No,2.5,No,Yes,No,Detritivore,Dung,Native
460,SCARAB: SCARAB: Lepanus BF05,,Lepanus BF05,,Lepanus.BF05,Scarabaeidae,Scarabaeinae,No,3.5,No,Yes,No,Detritivore,Dung,Native
833,TEN: ADEL: Leptogastrus BF01,,Leptogastrus BF01,,Leptogastrus.BF1,Tenebrionidae,Adeliini,No,6.5,Possible,No,No,Detrivore,Geophilous,Native
834,TEN: ADEL: Leptogastrus BF02,,Leptogastrus BF02,,Leptogastrus.BF2,Tenebrionidae,Adeliini,No,7,Possible,No,No,Detrivore,Geophilous,Native
835,TEN: ADEL: Leptogastrus BF03,,Leptogastrus BF03,,Leptogastrus.BF3,Tenebrionidae,Adeliini,No,5.5,Possible,No,No,Detrivore,Geophilous,Native
836,TEN: ADEL: Leptogastrus BF05,,Leptogastrus BF05,,Leptogastrus.BF5,Tenebrionidae,Adeliini,No,5.5,Possible,No,No,Detrivore,Geophilous,Native
1285,CURC: Leptopiini BF01 Prypnus?,,Leptopiini BF01 Prypnus?,,Leptopini.BF1,Curculionidae,Leptopiini,No,16,No,No,No,Herbivore,Geophilous,Native
1427,CURC: Leptopiini BF03 Genus D,,Leptopiini BF03 Genus D,,Leptopini.BF3,Curculionidae,Leptopiini,No,6,Possible,No,No,Herbivore,Geophilous,Native
1277,CURC: Leptopiini BF06 Perperus?,,Leptopiini BF06 Perperus?,,Medicasta.BF01,Curculionidae,Rhythirrinini,No,5.5,No,Yes,No,Herbivore,Vegetation,Native
1278,CURC: Leptopiini BF07 Perperus?,,Leptopiini BF07 Perperus?,,Leptopini.BF07,Curculionidae,Leptopiini,No,4,Possible,No,No,Herbivore,Geophilous,Native
1279,CURC: Leptopiini BF17 Perperus?,,Leptopiini BF17 Perperus?,,Leptopini.BF17,Curculionidae,Leptopiini,No,8,Possible,No,No,Herbivore,Geophilous,Native
1425,CURC: Leptopiini BF18 Genus B ,,Leptopiini BF18 Genus B ,,Leptopini.BF18,Curculionidae,Leptopiini,No,8,Possible,No,No,Herbivore,Geophilous,Native
1426,CURC: Leptopiini BF20 Genus C,,Leptopiini BF20 Genus C,,Leptopini.BF20,Curculionidae,Leptopiini,No,5.5,Possible,No,No,Herbivore,Geophilous,Native
1428,CURC: Leptopiini BF22 Genus E,,Leptopiini BF22 Genus E,,Leptopini.BF22,Curculionidae,Leptopiini,No,4.5,Possible,No,No,Herbivore,Geophilous,Native
1280,CURC: Leptopiini BF23 Perperus? ,,Leptopiini BF23 Perperus? ,,Leptopini.BF23,Curculionidae,Leptopiini,No,8.5,Possible,No,No,Herbivore,Geophilous,Native
1281,CURC: Leptopiini BF24 Perperus? ,,Leptopiini BF24 Perperus? ,,Leptopini.BF24,Curculionidae,Leptopiini,No,7,Possible,No,No,Herbivore,Geophilous,Native
1282,CURC: Leptopiini BF26 Perperus? ,,Leptopiini BF26 Perperus? ,,Leptopini.,Curculionidae,Leptopiini,No,7,Possible,No,No,Herbivore,Geophilous,Native
1286,CURC: Unknown BF32 Prypnus?,,Leptopiini BF32 Prypnus?,,CURC.BF32,Curculionidae,Leptopiini,No,13,No,No,No,Herbivore,Vegetation,Native
1423,CURC: Leptopiini? BF12 Genus A,,Leptopiini? BF12 Genus A,,Leptopini.BF12,Curculionidae,Leptopiini,No,4.5,Possible,No,No,Herbivore,Geophilous,Native
1424,CURC: Leptopiini? BF12b Genus A,,Leptopiini? BF12b Genus A,,Leptopini.BF12b,Curculionidae,Leptopiini,No,4.5,Possible,No,No,Herbivore,Geophilous,Native
837,TEN: ADEL: Licinoma BF01 (Adeliini BF01),,Licinoma BF01,,Adeliini.BF1,Tenebrionidae,Adeliini,No,9,No,No,No,Detrivore,Geophilous,Native
838,TEN: ADEL: Licinoma BF02 (Adeliini BF01b),,Licinoma BF02,,Adeliini.BF1b,Tenebrionidae,Adeliini,No,7.5,No,No,No,Detrivore,Geophilous,Native
839,TEN: ADEL: Licinoma BF03 (Adeliini BF03),,Licinoma BF03,,Adeliini.BF03,Tenebrionidae,Adeliini,No,7.5,No,No,No,Detrivore,Geophilous,Native
840,TEN: ADEL: Licinoma BF04 (Adeliini BF05),,Licinoma BF04,,Adeliini.BF06,Tenebrionidae,Adeliini,No,7,No,No,No,Detrivore,Geophilous,Native
841,TEN: ADEL: Licinoma BF05 (Adeliini BF07),,Licinoma BF05,,Adeliini.BF07,Tenebrionidae,Adeliini,No,8,No,No,No,Detrivore,Geophilous,Native
471,SCARAB: MEL: Liparetrus BF01,,Liparetrus BF01,,Melolonthine.BF37,Scarabaeidae,Melolonthinae,No,7.5,No,Yes,No,Phytophage,Ground/Vegetation,Native
555,ELAT: Litetolater? BF01 (Elaterid BF25),,Litetolater? BF01,,Elaterid.BF25,Elateridae,,No,9,No,Yes,No,Various,Ground/Vegetation,Native
556,ELAT: Litetolater? BF02 (Elaterid BF39),,Litetolater? BF02,,Elaterid.BF39,Elateridae,,No,16,No,Yes,No,Various,Ground/Vegetation,Native
719,PHAL: Litochrus BF01 (Phalacrid BF01),,Litochrus BF0,,Phalacrid.BF1,Phalacridae,,No,2,No,Yes,No,Fungivore,Vegetation,Native
720,PHAL: Litochrus BF02 (Phalacrid BF02),,Litochrus BF02,,Phalacrid.BF2,Phalacridae,,No,1.5,No,Yes,No,Fungivore,Vegetation,Native
721,PHAL: Litochrus BF03 (Phalacrid BF03),,Litochrus BF03,,Phalacrid.BF3,Phalacridae,,No,3.5,No,Yes,No,Fungivore,Vegetation,Native
722,PHAL: Litochrus BF04 (Phalacrid BF04),,Litochrus BF04,,Phalacrid.BF4,Phalacridae,,No,3,No,Yes,No,Fungivore,Vegetation,Native
791,EROT: Loberini A (was Cryptophagid BF1),,Loberini A,,Cryptophagid.BF1.,Erotylidae,,No,2,No,Yes,No,Fungivore,Geophilous,Native
202,STAPH: PSEL: Faronitae: Logasa spp.,,Logasa spp.,,FARONITAE.LOGASA,Staphylinidae,Faronitae,Yes,,No,Various,No,Predator,Geophilous,Native
191,STAPH: PAED: Macrodicax BF01 (was Hyperomma BF09),,Macrodicax BF01,,Paederine.BF02,Staphylinidae,Paederinae,No,12.5,Possible,No,No,Predator,Geophilous,Native
192,STAPH: PAED: Macrodicax BF02 (Paederinae BF01),,Macrodicax BF02,,Paederine.BF01,Staphylinidae,Paederinae,No,15,Possible,Yes,No,Predator,Geophilous,Native
479,SCARAB: MEL: Maechidius BF01,,Maechidius BF01,,Maechidius.BF01,Scarabaeidae,Melolonthinae,No,11,No,Yes,No,Detritivore,Myrmecophile,Native
1461,CURC: Molytinae: Mandalotina-type BF01,,Mandalotina-type BF01,,Notiomimetini.BF01,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1462,CURC: Molytinae: 'Mandalotina' BF01,,Mandalotina' BF01,,Mandalotina.BF01,Curculionidae,Molyinae,No,3,Yes,No,No,Detrivore,Geophilous,Native
1463,CURC: Molytinae: 'Mandalotina' BF02,,Mandalotina' BF02,,Mandalotina.BF02,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1464,CURC: Molytinae: 'Mandalotina' BF03,,Mandalotina' BF03,,Mandalotina.BF03,Curculionidae,Molyinae,No,3.5,Yes,No,No,Detrivore,Geophilous,Native
1465,CURC: Molytinae: 'Mandalotina' BF03b,,Mandalotina' BF03b,,Mandalotina.BF03b,Curculionidae,Molyinae,No,3,Yes,No,No,Detrivore,Geophilous,Native
1466,CURC: Molytinae: 'Mandalotina' BF04,,Mandalotina' BF04,,Mandalotina.BF04,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1467,CURC: Molytinae: 'Mandalotina' BF04b,,Mandalotina' BF04b,,Mandalotina.BF04b,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1468,CURC: Molytinae: 'Mandalotina' BF05,,Mandalotina' BF05,,Mandalotina.BF05,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1469,CURC: Molytinae: 'Mandalotina' BF06,,Mandalotina' BF06,,Mandalotina.BF06,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1470,CURC: Molytinae: 'Mandalotina' BF07,,Mandalotina' BF07,,Mandalotina.BF07,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1471,CURC: Molytinae: 'Mandalotina' BF08,,Mandalotina' BF08,,Mandalotina.BF08,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1472,CURC: Molytinae: 'Mandalotina' BF09,,Mandalotina' BF09,,Mandalotina.BF09,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1473,CURC: Molytinae: 'Mandalotina' BF10,,Mandalotina' BF10,,Mandalotina.BF10,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1474,CURC: Molytinae: 'Mandalotina' BF11,,Mandalotina' BF11,,Mandalotina.BF11,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1288,CURC: Mandalotus BF01,,Mandalotus BF01,,Mandalotus.BF1,Curculionidae,Leptopiini,No,3,Possible,No,No,Herbivore,Geophilous,Native
1289,CURC: Mandalotus BF01b,,Mandalotus BF01b,,Mandalotus.BF1b,Curculionidae,Leptopiini,No,3,Possible,No,No,Herbivore,Geophilous,Native
1290,CURC: Mandalotus BF01c,,Mandalotus BF01c,,Mandalotus.BF1c,Curculionidae,Leptopiini,No,2.5,Possible,No,No,Herbivore,Geophilous,Native
1291,CURC: Mandalotus BF01d,,Mandalotus BF01d,,Mandalotus.BF1d,Curculionidae,Leptopiini,No,4,Possible,No,No,Herbivore,Geophilous,Native
1292,CURC: Mandalotus BF01e,,Mandalotus BF01e,,Mandalotus.BF1e,Curculionidae,Leptopiini,No,4,Possible,No,No,Herbivore,Geophilous,Native
1293,CURC: Mandalotus BF02,,Mandalotus BF02,,Mandalotus.BF2,Curculionidae,Leptopiini,No,3,Possible,No,No,Herbivore,Geophilous,Native
1294,CURC: Mandalotus BF03,,Mandalotus BF03,,Mandalotus.BF3,Curculionidae,Leptopiini,No,3,Possible,No,No,Herbivore,Geophilous,Native
1295,CURC: Mandalotus BF04,,Mandalotus BF04,,Mandalotus.BF4,Curculionidae,Leptopiini,No,6.5,Possible,No,No,Herbivore,Geophilous,Native
1296,CURC: Mandalotus BF04b,,Mandalotus BF04b,,Mandalotus.BF4b,Curculionidae,Leptopiini,No,5.5,Yes,No,No,Herbivore,Geophilous,Native
1297,CURC: Mandalotus BF05,,Mandalotus BF05,,Mandalotus.BF5,Curculionidae,Leptopiini,No,7,Possible,No,No,Herbivore,Geophilous,Native
1298,CURC: Mandalotus BF06,,Mandalotus BF06,,Mandalotus.BF6,Curculionidae,Leptopiini,No,4,Yes,No,No,Herbivore,Geophilous,Native
1299,CURC: Mandalotus BF07,,Mandalotus BF07,,Mandalotus.BF7,Curculionidae,Leptopiini,No,4,Possible,No,No,Herbivore,Geophilous,Native
1300,CURC: Mandalotus BF07c,,Mandalotus BF07c,,Mandalotus.BF7c,Curculionidae,Leptopiini,No,3,Possible,No,No,Herbivore,Geophilous,Native
