id,Full_Name,taxon_name,taxon_name_original,taxname_source,Old_Name,Family,Subfamily_Tribe,Composite_Taxon,Size_mm,NRE,Winged,Aquatic,Feeding_Guild,Microhabitat,Introduced_Native
1002,CURC: Aterpini: Aades cultratus (Aterpini BF01/BF02),Aades cultratus,,AFD,Aterpini.BF01,Curculionidae,Aterpini,No,8,No,Yes,No,Herbivore,Vegetation,Native
869,TEN: ULOM: Achthosus westwoodi (Achthosus BF01),Achthosus westwoodi,,AFD,Achthosus.BF01,Tenebrionidae,Ulominae,No,16,No,Yes,No,Detrivore,Dead Wood,Native
441,SCARAB: APHOD: Acrossidius tasmaniae,Acrossidius tasmaniae,,AFD,Acrossidius.BF1.tasmaniae,Scarabaeidae,Aphodiinae,No,10,No,Yes,No,Detritivore,Geophilous,Native
798,TEN: ADEL: Adelium punctatissimum (Adelium BF13),Adelium punctatissimum,,AFD,Adelium.BF13,Tenebrionidae,Adeliini,No,7,Possible,No,No,Detrivore,Geophilous,Native
896,CERAM: Adrium artifax (Cerambycid BF01),Adrium artifex,Adrium artifax,AFD,Cerambycid.BF01,Cerambycidae,Cerambycinae,No,11,No,Yes,No,Herbivore,Vegetation,Native
582,ELAT: Agrypnus caliginosus,Agrypnus caliginosus,,AFD,Agrypnus.caliginosus,Elateridae,,No,13,No,Yes,No,Herbivore,Ground/Vegetation,Native
379,LEOI: Agyrtodini: Agyrtodes eucalypti? ,Agyrtodes eucalypti,Agyrtodes eucalypti? ,AFD,Agyrtodes.BF1,Leiodidae,Agyrtodini,No,3,No,Yes,No,Fungivore,Geophilous,Native
380,LEOI: Agyrtodini: Agyrtodes variegatus,Agyrtodes variegatus,,AFD,Agyrtodes.BF2.variegatus,Leiodidae,Agyrtodini,No,2,No,Yes,No,Fungivore,Geophilous,Native
595,BYRR: Akidomorychus polychromus (BF1),Akidomorychus polychromus,,AFD,Akidomorychus.BF1,Byrrhidae,,No,3,No,Yes,No,Herbivore,Geophilous,Native
596,BYRR: Akidomorychus raucus (Byrrhid BF02),Akidomorychus raucus,,AFD,Akidomorychus.BF02,Byrrhidae,,No,3,No,Yes,No,Herbivore,Geophilous,Native
2,DYT: Allodessus bistrigiatus,Allodessus bistrigatus,Allodessus bistrigiatus,AFD,Allodessus.bistrigiatus,Dytiscidae,Bidessini,No,3,No,Yes,Yes,Predator,Aquatic,Native
57,CAR: MOR: Amblytelus curtus continetalis (Amblytelus BF01),Amblytelus curtus continentalis,Amblytelus curtus continetalis,AFD,Amblytelus.BF01,Carabidae,Moriomorphini,No,11.5,No,Yes,No,Predator,Geophilous,Native
456,SCARAB: SCARAB: Amphistomus speculifer,Amphistomus speculifer,,AFD,Amphistomus.speculifer,Scarabaeidae,Scarabaeinae,No,9,No,Yes,No,Detritivore,Dung,Native
198,STAPH: PROT: Anepius koebelei,Anepius koebelei,,AFD,Anepius.koebelei.BF1,Staphylinidae,Proteininae,No,2.5,No,No,No,Predator,Geophilous,Native
42,CAR: LEB: Anomotarus alpinus,Anomotarus (Anomotarus) alpinus,Anomotarus alpinus,AFD,Anomotarus.BF2b,Carabidae,Lebiinae,No,6,Possible,Yes,No,Predator,Geophilous,Native
39,CAR: LEB: Anomotarus illawarrae,Anomotarus (Anomotarus) illawarrae,Anomotarus illawarrae,AFD,Anomotarus.illawarrae,Carabidae,Lebiinae,No,6.5,No,Yes,No,Predator,Geophilous,Native
41,CAR: LEB: Anomotarus laticollis,Anomotarus (Anomotarus) laticollis,Anomotarus laticollis,AFD,Anomotarus.BF2,Carabidae,Lebiinae,No,6,Possible,Yes,No,Predator,Geophilous,Native
40,CAR: LEB: Anomotarus variegatus obscuripennis,Anomotarus (Anomotarus) variegatus obscuripennis,Anomotarus variegatus obscuripennis,AFD,Anomotarus.variegatus.obscuripennis,Carabidae,Lebiinae,No,5.5,No,Yes,No,Predator,Geophilous,Native
164,STAPH: OXY: Anotylus dispar?,Anotylus dispar,Anotylus dispar?,AFD,Anotylus.B,Staphylinidae,Oxytelinae,No,3,No,Yes,No,Detritivore,Dung,Native
170,STAPH: OXY: Anotylus trisulcicollis?,Anotylus trisulcicollis,Anotylus trisulcicollis?,AFD,Anotylus.N.trisulcicollis,Staphylinidae,Oxytelinae,No,2,No,Yes,No,Detritivore,Dung,Native
755,ANTH: Anthicus jucundus (Anthicine BF03),Anthicus jucundus,,AFD,Anthicine.BF03,Anthicidae,Anthicinae,No,3,No,Yes,No,Detrivore,Geophilous,Native
813,TEN: ADEL: Apasis puncticeps,Apasis puncticeps,,AFD,Apasis.BF,Tenebrionidae,Adeliini,No,20,No,No,No,Detrivore,Geophilous,Native
440,SCARAB: APHOD: Aphodius fimetarius,Aphodius fimetarius,,AFD,Aphodius.fimetarius,Scarabaeidae,Aphodiinae,No,6,No,Yes,No,Detritivore,Geophilous,Introduced
943,CHRYSO: Cryptocephalinae: Aprocera iridipennis (BF02),Aporocera (Aporocera) iridipennis,Aprocera iridipennis,AFD,Aprocera.BF02,Chyrsomelidae,Cryptocephalinae,No,7,No,Yes,No,Herbivore,Vegetation,Native
942,CHRYSO: Cryptocephalinae: Aprocera melanocephala (BF01),Aporocera (Aporocera) melanocephala,Aprocera melanocephala,AFD,Aprocera.BF01,Chyrsomelidae,Cryptocephalinae,No,6,No,Yes,No,Herbivore,Vegetation,Native
1001,BEL: Araiobelus filum(BF01),Araiobelus filum,,AFD,Araiobelus.BF01,Belidae,,No,11,No,Yes,No,Herbivore,Vegetation,Native
868,TEN: PHREN: Arachaeoglenes australis,Archaeoglenes australis,Arachaeoglenes australis,AFD,Arachaeoglenes.australis,Tenebrionidae,Phrenaptinae,No,2.5,No,No,No,Detrivore,Dead Wood,Native
867,TEN: PEN: Archaeophora tasmanica (Archaeophora BF01),Archeophthora tasmanica,Archaeophora tasmanica,AFD,Archaeophora.BF1,Tenebrionidae,Penetini,No,2.5,No,Yes,No,Detrivore,Dead Wood,Native
650,LATR: Aridius nodifer,Aridius nodifer,,AFD,Cartodere.nodifer,Latridiidae,Latridiinae,No,2,No,Yes,No,Fungivore,Geophilous,Native
179,STAPH: PAED: Astenus guttulus?,Astenus guttulus,Astenus guttulus?,AFD,Astenus.BF2,Staphylinidae,Paederinae,No,4.5,No,Yes,No,Predator,Geophilous,Native
442,SCARAB: APHOD: Ataenius basiceps,Ataenius basiceps,,AFD,Ataenius.basiceps,Scarabaeidae,Aphodiinae,No,5.5,No,Yes,No,Detritivore,Geophilous,Native
457,SCARAB: SCARAB: Aulacopris reichei,Aulacopris reichei,,AFD,Aulacopris.reichei,Scarabaeidae,Scarabaeinae,No,18,No,Yes,No,Detritivore,Dung,Native
151,HYDRO: Australocyon vareigatus,Australocyon variegatus,Australocyon vareigatus,AFD,Australocyon.BF01.vareigatus,Hydrophilidae,Megasternini,No,2,No,Yes,No,Detritivore,Dung/Detrivore,Native
788,CRYPTO: Austroscelis gibbipennis (Cryptophagid Genus A sp.1),Austroscelis gibbipennis,,AFD,Cryptophagid.Genus.A.sp.1.,Cryptophagidae,,No,2,No,Yes,No,Fungivore,Geophilous,Native
11,CAR: BEMB: Bembidion jacksoniense,Bembidion (Sloanephila) jacksoniense,Bembidion jacksoniense,AFD,Bembidion.jacksoniense,Carabidae,Bembidiini,No,3.5,No,Yes,No,Predator,Riparian,Native
897,CERAM: Bethelium diversicorne,Bethelium diversicorne,,AFD,Bethelium.diversicorne,Cerambycidae,Cerambycinae,No,7,No,Yes,No,Herbivore,Vegetation,Native
796,PYRO: Binburrum ruficollis,Binburrum ruficollis,,AFD,Binburrum.ruficollis,Pyrochroidae,,No,5,No,Yes,No,Detrivore,Vegetation,Native
708,BIPH: Biphyllus ornatellus (Biphyllid BF01),Biphyllus ornatellus,,AFD,Biphyllid.BF01,Biphyllidae,,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
816,TEN: ADEL: Blepegenes blepegenoides (Blepegenes BF01),Blepegenes blepegenoides,,AFD,Blepegenes.BF1,Tenebrionidae,Adeliini,No,19,No,No,No,Detrivore,Geophilous,Native
133,CAR: TRECH: Bothynotrechus lynx,Bothynotrechus lynx,,AFD,Bothynotrechus.lynx,Carabidae,Trechini,No,4,Yes,No,No,Predator,Geophilous,Native
737,NIT: Brachypeplus basalis (Nitidulid BF09),Brachypeplus basalis,,AFD,Nitidulid.BF09,Nitidulidae,Cillaeinae,No,4.5,No,Yes,No,Fungivore,Geophilous,Native
817,TEN: ADEL: Brycopia pilosella (Brycopia BF01/BF02),Brycopia pilosella,,AFD,Brycopia.BF1,Tenebrionidae,Adeliini,No,7,No,No,No,Detrivore,Geophilous,Native
924,CHRYSO: Chrysomelinae: Calomela moorei (was Galerucinae BF4),Calomela moorei,,AFD,Chrysomelinae.Calomela,Chyrsomelidae,Chrysomelinae,No,6.5,No,Yes,No,Herbivore,Vegetation,Native
818,TEN: ADEL: Cardiothorax acutangulus? (Cardiothorax BF03),Cardiothorax acutangulus,Cardiothorax acutangulus?,AFD,Cardiothorax.BF3,Tenebrionidae,Adeliini,No,12,Possible,No,No,Detrivore,Geophilous,Native
819,TEN: ADEL: Cardiothorax australis (Cardiothorax BF06),Cardiothorax australis,,AFD,Cardiothorax.BF6,Tenebrionidae,Adeliini,No,15,No,No,No,Detrivore,Geophilous,Native
823,TEN: ADEL: Cardiothorax castelnaudi? (Cardiothorax BF02),Cardiothorax castelnaudi,Cardiothorax castelnaudi?,AFD,Cardiothorax.BF2,Tenebrionidae,Adeliini,No,19,Possible,No,No,Detrivore,Geophilous,Native
820,TEN: ADEL: Cardiothorax howitti? (Cardiothorax BF04),Cardiothorax howitti,Cardiothorax howitti?,AFD,Cardiothorax.BF4,Tenebrionidae,Adeliini,No,23,Possible,No,No,Detrivore,Geophilous,Native
821,TEN: ADEL: Cardiothorax undulicostatus (Cardiothorax BF05),Cardiothorax undulaticostis,Cardiothorax undulicostatus,AFD,Cardiothorax.BF5,Tenebrionidae,Adeliini,No,21,Possible,No,No,Detrivore,Geophilous,Native
822,TEN: ADEL: Cardiothorax victoriae (Cardiothorax BF1),Cardiothorax victoriae,,AFD,Cardiothorax.BF1,Tenebrionidae,Adeliini,No,14,No,No,No,Detrivore,Geophilous,Native
78,CAR: PTER: Castelnaudia cyanea,Castelnaudia cyanea,,AFD,Castelnaudia.cyanea.type,Carabidae,Pterosctichini,No,30,No,No,No,Predator,Geophilous,Native
786,CERY: Cautomus mirabilis,Cautomus (Aculagnathus) mirabilis,Cautomus mirabilis,AFD,Cautomus.mirabilis,Cerylonidae,,No,2,No,Yes,No,Detrivore,Dead Wood,Native
152,HYDRO: Cernocyton obscurum,Ceronocyton obscurum,Cernocyton obscurum,AFD,Cernocytonobscurum.BF01,Hydrophilidae,Megasternini,No,2,No,Yes,No,Detritivore,Dung/Detrivore,Native
995,CHRYSO: Spilopyrinae: Cheiloxena westwoodi,Cheiloxena westwoodii,Cheiloxena westwoodi,AFD,Cheiloxena.westwoodi,Chyrsomelidae,Spilopyrinae,No,11,No,Yes,No,Herbivore,Vegetation,Native
790,CRYPTO: Chilatomaria australis (was Cryptophagid Genus B sp.1),Chilatomaria australis,,AFD,Cryptophagid.Genus.B.sp.1.,Cryptophagidae,,No,2,No,Yes,No,Fungivore,Geophilous,Native
141,HIST: Chlamydopsis striatipennis,Chlamydopsis striatipennis,,AFD,Chlamydopsis.striatipennis,Histeridae,Chlamydopsinae,No,3.5,No,Yes,No,Predator,Myrmecophile,Native
378,LEOI: Agyrtodini: Cholevomorpha picta,Cholevomorpha picta,,AFD,Cholevomorpha.sp,Leiodidae,Cholevinae,No,3,No,Yes,No,Fungivore,Geophilous,Native
873,ZOPH: Cicablabus microps (Ablabus-type BF1),Cicablabus micros,Cicablabus microps,AFD,Ablabus.type.BF1,Zopheridae,Colydiinae,No,2.5,No,No,No,Detrivore,Dead Wood,Native
672,COCC: Coccinella transversalis,Coccinella transversalis,,AFD,Coccinella.transversalis,Coccinellidae,,No,5,No,Yes,No,Predator,Various,Native
825,TEN: ADEL: Coripera geminata (Coripera BF01),Coripera geminata,,AFD,Coripera.BF1,Tenebrionidae,Adeliini,No,11,No,No,No,Detrivore,Geophilous,Native
881,ZOPH: Cotulades brindabellae,Cotulades bindabellae,Cotulades brindabellae,AFD,Cotulades.brindabellae,Zopheridae,Pycnomerini,No,5,Yes,No,No,Detrivore,Dead Wood,Native
79,CAR: PTER: Cratoferonia regalis,Cratoferonia regalis,,AFD,Cratoferonia.BF1,Carabidae,Pterosctichini,No,35,No,No,No,Predator,Geophilous,Native
545,ELAT: Crepidomeus victoriae (Elaterid BF32),Crepidomenus victoriae,Crepidomeus victoriae,AFD,Elaterid.BF32,Elateridae,,No,11,No,Yes,No,Various,Ground/Vegetation,Native
783,SILV: Cryptamorpha delicatula,Cryptamorpha delicatula,,AFD,Cryptamorpha.BF1,Silvanidae,,No,3,No,Yes,No,Detrivore,Geophilous,Native
828,TEN: ADEL: Daedrosis antennalis (was Adeliini BF04),Daedrosis antennalis,,AFD,Daedrosis.antennalis,Tenebrionidae,Adeliini,No,15,Possible,No,No,Detrivore,Geophilous,Native
612,PTIN: Xyletininae: Deroptilinus granicollis (Ptinid BF11),Deroptilinus granicollis,,AFD,Ptinid.BF11,Ptinidae,Xyletinae,No,2.5,No,Yes,No,Xylophage,Vegetation,Native
673,COCC: Diomus notescens (Coccinellid BF16),Diomus notescens,,AFD,Coccinellid.BF16,Coccinellidae,,No,2.5,No,Yes,No,Predator,Various,Native
1,CUP: Distocupes varians,Distocupes varians,,AFD,Distocupes.varians,Cupedidae,,No,13,No,Yes,No,Detritivore,Dead Wood,Native
878,ZOPH: Enhypnon latitarsis,Enhypnon latitarsis,,AFD,Enhypnon.latitarsis,Zopheridae,Colydiinae,No,3,No,No,No,Detrivore,Dead Wood,Native
651,LATR: Enicmus foveolatus,Enicmus foveatus,Enicmus foveolatus,AFD,Enicmus.BF01,Latridiidae,Latridiinae,No,1.5,Possible,Yes,No,Fungivore,Geophilous,Native
875,ZOPH: Epistranodes tibialis (Ablabus-type BF5),Epistranodes tibialis,,AFD,Ablabus.type.BF5,Zopheridae,Colydiinae,No,3,No,No,No,Detrivore,Dead Wood,Native
732,NIT: Epuraea (Blackburnia) eyrensis? (Nitidulid BF03),Epuraea (Blackburnaea) eyrensis,Epuraea (Blackburnia) eyrensis?,AFD,Nitidulid.BF02,Nitidulidae,Epuraeinae,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
704,ENDO: Erotendomychus bimaculatus,Erotendomychus bimaculatus,,AFD,Erotendomychus.bimaculatus,Endomychidae,,No,3.5,No,Yes,No,Detrivore,Geophilous,Native
409,EUC: Eucinetus brindabellae,Eucinetus brindabellae,,AFD,Eucinetus.brindabellae,Eucinetidae,,No,2.5,Yes,No,No,Fungivore,Geophilous,Native
410,EUC: Eucinetus bicolor? (Eucinetus BF01),Eucinetus linskyi,Eucinetus bicolor?,AFD,Eucinetus.BF01.bicolor.,Eucinetidae,,No,2,No,No,No,Fungivore,Geophilous,Native
598,DERM: Anthrenocerus australis (Dermestid BF02),Eurhopalus riguus,Anthrenocerus australis,AFD,Dermestid.BF01,Dermestidae,,No,3,No,Yes,No,Detritivore,Vegetation,Native
13,CAR: BROS: Eurylychnus blagravei,Eurylychnus blagravei,,AFD,Eurylychnus.blagravei,Carabidae,Broscini,No,19,No,No,No,Predator,Geophilous,Native
14,CAR: BROS: Eurylychnus dyschirioides,Eurylychnus dyschirioides,,AFD,Eurylychnus.dyschirioides,Carabidae,Broscini,No,12,No,No,No,Predator,Geophilous,Native
130,CAR: TRECH: Eutrechopsis ovalis,Eutrechopsis ovalis,,AFD,Eutrechopsis.ovalis,Carabidae,Trechini,No,3.5,Yes,No,No,Predator,Geophilous,Native
879,ZOPH: Faecula cristata,Faecula cristata,,AFD,Faecula.cristata,Zopheridae,Colydiinae,No,3.5,Yes,No,No,Detrivore,Dead Wood,Native
430,LUC: Figulus nitens,Figulus nitens,,AFD,Figulus.nitens,Lucanidae,,No,12,No,Yes,No,Xylophage,Dead wood,Native
757,ANTH: Floydwernerius australis (Anthicine BF05),Floydwernerius australis,,AFD,Anthicine.BF05,Anthicidae,Anthicinae,No,3,No,Yes,No,Detrivore,Geophilous,Native
648,RENT: Globorentonium globulum,Globorentonium globulum,,AFD,Globorentonium.globulum,Trogossitidae,,No,1,No,Yes,No,Fungivore,Geophilous,Native
160,STAPH: GLYPH: Glypholoma rotundulum,Glypholoma rotundulum,,AFD,Glypholoma.rotundulum,Staphylinidae,Glypholominae,No,2,No,Yes,No,Predator,Geophilous,Native
25,CAR: HARP: Gnathaphanus melbournensis (Harpaline BF11) ,Gnathaphanus melbournensis,,AFD,Harpaline.BF11,Carabidae,Harpalini,No,8.5,No,Yes,No,Predator,Geophilous,Native
795,ARCHEO: Gondwannenneboeus minutisimmus (Archeocrypticid BF1),Gondwanenneboeus minutissimus,Gondwannenneboeus minutisimmus,AFD,Gondwannenneboeus.minutisimmus,Archeocrypticidae,,No,1.5,No,Yes,No,Fungivore,Geophilous,Native
678,COCC: Harmonia conformis,Harmonia conformis,,AFD,Harmonia.conformis,Coccinellidae,,No,6,No,Yes,No,Predator,Various,Native
23,CAR: HARP: Hypharpax australasiae (Harpaline BF4/BF10),Harpalus australasiae,Hypharpax australasiae,AFD,Harpaline.BF4,Carabidae,Harpalini,No,6.5,No,Yes,No,Predator,Geophilous,Native
793,HOB: Hobartius newtonorum (Hobartius BF02),Hobartius newtonorum,,AFD,Hobartius.BF2,Hobartiidae,,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
792,HOB: Hobartius niger (Hobartius BF01),Hobartius niger,,AFD,Hobartius.BF1,Hobartiidae,,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
174,STAPH: OSOR: Holotrochus australis,Holotrochus australicus,Holotrochus australis,AFD,Osoriinae.BF02,Staphylinidae,Osoriinae,No,4.5,No,Yes,No,Detritivore,Dead Wood,Native
374,STAPH: TACH: Ischnosoma fauveli (Ischnosoma BF03),Ischnosoma fauveli,,AFD,Ischnosoma.BF3,Staphylinidae,Tachyporinae,No,6,No,Yes,No,Predator,Geophilous,Native
373,STAPH: TACH: Ischnosoma sharpi (Ischnosoma BF01/BF02),Ischnosoma sharpi,,AFD,Ischnosoma.BF1,Staphylinidae,Tachyporinae,No,6,No,Yes,No,Predator,Geophilous,Native
736,NIT: Kryzhanovskiella pecki (Nitidulid BF07),Kryzhanovskiella pecki,,AFD,Nitidulid.BF07,Nitidulidae,Nitidulinae,No,3,No,Yes,No,Fungivore,Geophilous,Native
4,RHYSO: Leoglymmius lignarius,Leoglymmius lignarius,,AFD,Leoglymmius.lignarius,Rhysodidae,Leoglymmiini,No,9,No,Yes,No,Fungivore,Dead Wood,Native
832,TEN: ADEL: Leptogastrus hirsutus (Leptogastrus BF04),Leptogastrus hirsutus,,AFD,Leptogastrus.BF4,Tenebrionidae,Adeliini,No,11,Possible,No,No,Detrivore,Geophilous,Native
857,TEN: ALLEC: Lepturidea pascoei (was Oedemerid BF01),Lepturidea pascoei,,AFD,Oedemerid.BF01,Tenebrionidae,Alleculinae,No,7.5,No,Yes,No,Fungivore,Vegetation,Native
432,LUC: Lissapterus grammicus,Lissapterus grammicus,,AFD,Lissapterus.grammicus,Lucanidae,,No,17,No,No,No,Xylophage,Dead wood,Native
431,LUC: Lissotes krakei,Lissotes krakei,,GBIF,Lissotes.krakei,Lucanidae,,No,15,Yes,No,No,Xylophage,Dead wood,Native
723,MYCET: Litargops intricatus (Litargops BF1),Litargops intricatus,,AFD,Litargops.BF1,Mycetophagidae,,No,3.5,No,Yes,No,Fungivore,Geophilous,Native
724,MYCET: Litargops multiguttatus (Mycetophagidae BF1),Litargops multiguttatus,,AFD,Mycetophagidae.BF1,Mycetophagidae,,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
972,"CHRYSO: Galerucinae: Longitarsis victoriensis (BF01,BF02)",Longitarsus victoriensis,Longitarsis victoriensis,AFD,Galerucinae.Longitarsis.BF1,Chyrsomelidae,Galerucinae,No,2,No,Yes,No,Herbivore,Vegetation,Native
461,SCARAB: SCARAB: Matthewsius illawarrensis,Matthewsius illawarrensis,,AFD,Matthewsius.illawarrensis,Scarabaeidae,Scarabaeinae,No,5.5,Yes,Yes,No,Detritivore,Dung,Native
59,CAR: MOR: Mecyclothorax lophoides,Mecyclothorax (Eucyclothorax) lophoides,Mecyclothorax lophoides,AFD,Mecyclothorax.lophoides,Carabidae,Moriomorphini,No,4.4,No,Yes,No,Predator,Geophilous,Native
861,TEN: ALLEC: Melaps victoriae,Melaps victoriae,,AFD,Melaps.victoriae,Tenebrionidae,Alleculinae,No,7.5,Possible,Yes,No,Detrivore,Geophilous,Native
865,TEN: GNATH: Menimus castaneus (Menimus BF01),Menimus (Menimus) castaneus,Menimus castaneus,AFD,Menimus.castaneus.BF1,Tenebrionidae,Gnathidiini,No,3,No,Yes,No,Detrivore,Dead Wood,Native
859,TEN: ALLEC: Metistete grandis (Alleculine BF05),Metistete grandis,,AFD,Alleculine.BF05,Tenebrionidae,Alleculinae,No,23,No,Yes,No,Detrivore,Vegetation,Native
593,BYRR: Microchaetes fascicularus (Microchaetes spp.),Microchaetes fascicularis,Microchaetes fascicularus spp.,AFD,MICROCHAETES,Byrrhidae,,Yes,3,No,Yes,No,Herbivore,Geophilous,Native
558,ELAT: Microdesmes angulatus (Elaterid BF26),Microdesmes angulatus,,AFD,Elaterid.BF26,Elateridae,,No,6,No,Yes,No,Various,Ground/Vegetation,Native
711,LAEM: Microlaemus brightensis (Laemophloeid BF04),Microlaemus brightensis,,AFD,Laemophloeid.BF4,Laemophloeidae,,No,2,No,Yes,No,Fungivore,Geophilous,Native
47,CAR: LEB: Microlestodes macleayi,Microlestodes (Microlestodes) macleayi,Microlestodes macleayi,AFD,Microlestodes.macleayi,Carabidae,Lebiinae,No,4,No,Yes,No,Predator,Geophilous,Native
46,CAR: LEB: Microlestodes yarrae,Microlestodes (Microlestodes) yarrae,Microlestodes yarrae,AFD,Microlestodes.yarrae,Carabidae,Lebiinae,No,4,No,Yes,No,Predator,Geophilous,Native
586,EUCN: Microrhagus variegatus (Eucnemid BF03/BF04),Microrhagus variegatus,,AFD,Eucnemid.BF03,Eucnemidae,,No,3.5,Possible,Yes,No,Detritivore,Dead Wood,Native
560,ELAT: Monocrepidus ?basalis (Elaterid BF36),Monocrepidus basalis,Monocrepidus ?basalis,AFD,Elaterid.BF36,Elateridae,,No,25,No,Yes,No,Various,Ground/Vegetation,Native
60,CAR: MOR: Moriomorpha victoriae,Moriomorpha victoriae,,AFD,Moriomorpha.victoriae,Carabidae,Moriomorphini,No,10,No,No,No,Predator,Geophilous,Native
785,CERY: Lapethus australis (was Cerylonid BF1),Mychocerus australis,Lapethus australis,AFD,Cerylonid.BF1,Cerylonidae,,No,2,No,Yes,No,Detrivore,Dead Wood,Native
398,LEIO: CHOL: Nargiotes annalaurae,Nargiotes annalaurae,,AFD,Nargiotes.BF1,Leiodidae,Cholevinae,No,3,YES,Yes,No,Fungivore,Geophilous,Native
61,CAR: MOR: Neonomius laevicollis,Neonomius laevicollis,,AFD,Neonomius.laevicollis,Carabidae,Moriomorphini,No,4.5,No,No,No,Predator,Geophilous,Native
62,CAR: MOR: Neonomius laticollis,Neonomius laticollis,,AFD,Neonomius.laticollis,Carabidae,Moriomorphini,No,4,No,No,No,Predator,Geophilous,Native
842,TEN: ADEL: Nolicima pallipes (Nolicima BF03),Nolicima pallipes,,AFD,Nolicima.BF03,Tenebrionidae,Adeliini,No,6.5,Possible,No,No,Detrivore,Geophilous,Native
80,CAR: PTER: Notonomus carinulatus,Notonomus (Loxodactylus) carinulatus,Notonomus carinulatus,AFD,Notonomus.carinulatus,Carabidae,Pterosctichini,No,21,Possible,No,No,Predator,Geophilous,Native
82,CAR: PTER: Notonomus metallicus (several from N. opulentus),Notonomus metallicus,,AFD,Notonomus.BF5,Carabidae,Pterosctichini,No,15,Possible,No,No,Predator,Geophilous,Native
81,CAR: PTER: Notonomus minimus (Simodontus-type BF06),Notonomus minimus,,AFD,Simodontus.type.BF06,Carabidae,Pterosctichini,No,10,No,No,No,Predator,Geophilous,Native
83,CAR: PTER: Notonomus opulentus BF5/BF9/BF22 (opulentus?),Notonomus opulentus,,AFD,Notonomus.BF5,Carabidae,Pterosctichini,No,16,No,No,No,Predator,Geophilous,Native
84,CAR: PTER: Notonomus pluripunctata (E.VIC) (BF4 satrapa-grp.),Notonomus pluripunctatus,Notonomus pluripunctata,AFD,Notonomus.BF4.satrapa,Carabidae,Pterosctichini,No,22,Possible,No,No,Predator,Geophilous,Native
85,CAR: PTER: Notonomus triplogenoides BF11/BF13/BF16,Notonomus triplogenioides,Notonomus triplogenoides,AFD,Notonomus.BF11,Carabidae,Pterosctichini,No,23,No,No,No,Predator,Geophilous,Native
86,CAR: PTER: Notonomus variicollis BF10/BF22/BF25,Notonomus variicollis,,AFD,Notonomus.BF10,Carabidae,Pterosctichini,No,21,No,No,No,Predator,Geophilous,Native
88,CAR: PTER: Notonomus victoriensis (BF8/BF08b/BF06),Notonomus victoriensis,,AFD,Notonomus.BF8.victoriensis,Carabidae,Pterosctichini,No,14,Yes,No,No,Predator,Geophilous,Native
173,STAPH: OSOR: Oephronistus australis,Oeophronistus australicus,Oephronistus australis,AFD,Osoriinae.BF01,Staphylinidae,Osoriinae,No,6,No,Yes,No,Detritivore,Dead Wood,Native
758,ANTH: Omonadus hesperi (Anthicine BF06),Omonadus hesperi,,AFD,Anthicine.BF06,Anthicidae,Anthicinae,No,3,No,Yes,No,Detrivore,Geophilous,Native
468,SCARAB: SCARAB: Onthophagus fuliginosus,Onthophagus fuliginosus,,AFD,Onthophagus.fuliginosus,Scarabaeidae,Scarabaeinae,No,9,No,Yes,No,Detritivore,Dung,Native
462,SCARAB: SCARAB: Onthophagus hoplocerus,Onthophagus hoplocerus,,AFD,Onthophagus.hoplocerus,Scarabaeidae,Scarabaeinae,No,10,No,Yes,No,Detritivore,Dung,Native
463,SCARAB: SCARAB: Onthophagus longipes,Onthophagus longipes,,AFD,Onthophagus.longipes,Scarabaeidae,Scarabaeinae,No,6.5,No,Yes,No,Detritivore,Dung,Native
466,SCARAB: SCARAB: Onthophagus mutatus,Onthophagus mutatus,,AFD,Onthophagus.mutatus,Scarabaeidae,Scarabaeinae,No,4.5,No,Yes,No,Detritivore,Dung,Native
464,SCARAB: SCARAB: Onthophagus squalidus,Onthophagus squalidus,,AFD,Onthophagus.squalidus,Scarabaeidae,Scarabaeinae,No,6.5,No,Yes,No,Detritivore,Dung,Native
465,SCARAB: SCARAB: Onthophagus sydneyensis,Onthophagus sydneyensis,,AFD,Onthophagus.sydneyensis,Scarabaeidae,Scarabaeinae,No,4.5,No,Yes,No,Detritivore,Dung,Native
895,ZOPH: Orthocerodes australe (Zopherid BF03),Orthocerodes australe,,AFD,Zopherid.BF03,Zopheridae,Latometini,No,3,No,Yes,No,Detrivore,Dead Wood,Native
787,CRYPTO: Orthoscelis transversus (was Cryptophagid C),Orthoscelis transversus,,AFD,Cryptophagid.C,Cryptophagidae,,No,1.5,No,Yes,No,Fungivore,Geophilous,Native
64,CAR: PAMB: Pamborus alternans,Pamborus alternans,,AFD,Pamborus.alternans,Carabidae,Pamborini,No,32,No,No,No,Predator,Geophilous,Native
541,ELAT: Austrocardiophorus subcruciatus (Elaterid BF19/BF43),Paracardiophorus subcruciatus,Austrocardiophorus subcruciatus,AFD,Elaterid.BF19,Elateridae,,No,4,No,Yes,No,Various,Ground/Vegetation,Native
383,LEOI: Agyrtodini: Paragyrtodes candens,Paragyrtodes candens,,AFD,Paragyrtodes.candens,Leiodidae,Agyrtodini,No,3.5,No,Yes,No,Fungivore,Geophilous,Native
